Feelings	Functions	Attributes	Numbers
Serenity, Sadness, Ecstasy, Loathing, Trust, Boredom, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,    Work,      	X LENGTH = 12.274753, Y Length = 93.436065, Height = 84.106734, Number of Points = 15.656402, Distribution Seed = 80.564881, Mesh Relaxation = 0.499012, Smooth Level = 2, 	1145
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 39.224286, Y Length = 72.59017, Height = 92.596272, Number of Points = 92.243278, Distribution Seed = 33.372953, Mesh Relaxation = 0.100644, Smooth Level = 2, 	1146
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	  Vertical Circulation,        	X LENGTH = 14.934104, Y Length = 21.229604, Height = 48.437051, Number of Points = 32.414056, Distribution Seed = 3.085041, Mesh Relaxation = 0.806346, Smooth Level = 1, 	1147
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 54.039619, Y Length = 55.99839, Height = 17.055908, Number of Points = 97.102912, Distribution Seed = 71.560702, Mesh Relaxation = 0.653949, Smooth Level = 2, 	1148
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 14.968566, Y Length = 59.037547, Height = 90.299688, Number of Points = 7.727036, Distribution Seed = 30.062179, Mesh Relaxation = 0.400171, Smooth Level = 1, 	1149
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 65.407326, Y Length = 78.727613, Height = 24.642236, Number of Points = 12.65683, Distribution Seed = 66.336169, Mesh Relaxation = 0.475721, Smooth Level = 2, 	1150
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 87.6345, Y Length = 84.260002, Height = 98.224066, Number of Points = 47.638174, Distribution Seed = 42.850702, Mesh Relaxation = 0.370678, Smooth Level = 1, 	1151
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 70.54853, Y Length = 73.646384, Height = 49.90609, Number of Points = 80.182018, Distribution Seed = 20.926453, Mesh Relaxation = 0.464389, Smooth Level = 1, 	1152
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 52.51901, Y Length = 82.683213, Height = 86.44982, Number of Points = 53.495262, Distribution Seed = 60.239566, Mesh Relaxation = 0.133652, Smooth Level = 2, 	1153
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 97.466528, Y Length = 62.442684, Height = 95.00333, Number of Points = 40.763276, Distribution Seed = 70.457922, Mesh Relaxation = 0.887218, Smooth Level = 1, 	1154
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 67.233318, Y Length = 10.221176, Height = 48.543034, Number of Points = 52.214632, Distribution Seed = 82.802206, Mesh Relaxation = 0.30242, Smooth Level = 1, 	1155
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,  Work,      	X LENGTH = 54.263364, Y Length = 50.352884, Height = 78.449333, Number of Points = 61.925282, Distribution Seed = 63.619248, Mesh Relaxation = 0.701496, Smooth Level = 1, 	1156
Pensiveness, Sadness, Grief, Admiration, Trust, Acceptance, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	          	X LENGTH = 93.900267, Y Length = 84.645554, Height = 17.85108, Number of Points = 13.616528, Distribution Seed = 73.173207, Mesh Relaxation = 0.354331, Smooth Level = 1, 	1157
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 56.453031, Y Length = 29.152747, Height = 58.090036, Number of Points = 27.039467, Distribution Seed = 54.984747, Mesh Relaxation = 0.682206, Smooth Level = 2, 	1158
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,    Work,      	X LENGTH = 54.137504, Y Length = 57.517852, Height = 45.093905, Number of Points = 76.722185, Distribution Seed = 57.367243, Mesh Relaxation = 0.615105, Smooth Level = 1, 	1159
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 23.82001, Y Length = 37.61298, Height = 77.935532, Number of Points = 83.869763, Distribution Seed = 72.20722, Mesh Relaxation = 0.160617, Smooth Level = 1, 	1160
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 26.942595, Y Length = 36.596085, Height = 95.270588, Number of Points = 49.557215, Distribution Seed = 17.155011, Mesh Relaxation = 0.093859, Smooth Level = 1, 	1161
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 24.470447, Y Length = 89.100851, Height = 47.282074, Number of Points = 5.843943, Distribution Seed = 17.439322, Mesh Relaxation = 0.474533, Smooth Level = 1, 	1162
Pensiveness, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 87.472144, Y Length = 31.237128, Height = 38.477322, Number of Points = 77.485471, Distribution Seed = 91.385077, Mesh Relaxation = 0.663262, Smooth Level = 1, 	1163
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 90.096717, Y Length = 53.272737, Height = 23.328977, Number of Points = 28.511442, Distribution Seed = 98.695461, Mesh Relaxation = 0.557666, Smooth Level = 1, 	1164
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,         	X LENGTH = 62.464518, Y Length = 31.285073, Height = 31.326882, Number of Points = 68.761499, Distribution Seed = 68.029603, Mesh Relaxation = 0.328282, Smooth Level = 2, 	1165
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 97.276353, Y Length = 84.189198, Height = 99.766733, Number of Points = 68.559485, Distribution Seed = 82.235266, Mesh Relaxation = 0.202097, Smooth Level = 1, 	1166
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 92.860859, Y Length = 31.382195, Height = 48.132732, Number of Points = 40.906153, Distribution Seed = 36.330239, Mesh Relaxation = 0.344592, Smooth Level = 1, 	1167
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 66.338195, Y Length = 44.842752, Height = 52.117255, Number of Points = 6.027939, Distribution Seed = 28.885484, Mesh Relaxation = 0.86152, Smooth Level = 1, 	1168
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 12.460042, Y Length = 18.853173, Height = 24.264117, Number of Points = 28.519023, Distribution Seed = 99.915016, Mesh Relaxation = 0.394834, Smooth Level = 2, 	1169
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 97.535985, Y Length = 73.371307, Height = 30.479343, Number of Points = 80.562859, Distribution Seed = 89.074241, Mesh Relaxation = 0.099227, Smooth Level = 1, 	1170
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 70.227744, Y Length = 71.036698, Height = 62.270762, Number of Points = 4.196348, Distribution Seed = 75.035757, Mesh Relaxation = 0.748207, Smooth Level = 1, 	1171
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 80.712147, Y Length = 18.781027, Height = 37.044563, Number of Points = 59.129361, Distribution Seed = 69.972451, Mesh Relaxation = 0.852245, Smooth Level = 1, 	1172
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 54.709272, Y Length = 89.209794, Height = 55.510527, Number of Points = 94.031156, Distribution Seed = 54.127683, Mesh Relaxation = 0.996569, Smooth Level = 2, 	1173
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 81.559265, Y Length = 72.590556, Height = 26.488563, Number of Points = 6.568109, Distribution Seed = 16.846939, Mesh Relaxation = 0.275582, Smooth Level = 1, 	1174
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	Habitation,   Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 86.716442, Y Length = 96.973682, Height = 87.583763, Number of Points = 51.862866, Distribution Seed = 13.500684, Mesh Relaxation = 0.962991, Smooth Level = 2, 	1175
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,          	X LENGTH = 77.05684, Y Length = 44.398906, Height = 97.061964, Number of Points = 33.254134, Distribution Seed = 5.77928, Mesh Relaxation = 0.867209, Smooth Level = 1, 	1176
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 96.911635, Y Length = 30.071467, Height = 12.551909, Number of Points = 92.820122, Distribution Seed = 90.36212, Mesh Relaxation = 0.069302, Smooth Level = 1, 	1177
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 47.118333, Y Length = 87.263819, Height = 78.948476, Number of Points = 21.773462, Distribution Seed = 92.598332, Mesh Relaxation = 0.542468, Smooth Level = 1, 	1178
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 20.957761, Y Length = 83.263488, Height = 95.436557, Number of Points = 39.225661, Distribution Seed = 53.067724, Mesh Relaxation = 0.062115, Smooth Level = 2, 	1179
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 97.950263, Y Length = 41.767134, Height = 48.238526, Number of Points = 41.108002, Distribution Seed = 46.678933, Mesh Relaxation = 0.880686, Smooth Level = 1, 	1180
Serenity, Sadness, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,   Work,      	X LENGTH = 25.648976, Y Length = 36.077875, Height = 42.937481, Number of Points = 71.830771, Distribution Seed = 16.930583, Mesh Relaxation = 0.47715, Smooth Level = 1, 	1181
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,         	X LENGTH = 81.089011, Y Length = 85.356587, Height = 81.074708, Number of Points = 68.204449, Distribution Seed = 63.483483, Mesh Relaxation = 0.81455, Smooth Level = 2, 	1182
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 60.392462, Y Length = 81.662044, Height = 94.892715, Number of Points = 92.308258, Distribution Seed = 52.394884, Mesh Relaxation = 0.285268, Smooth Level = 1, 	1183
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 45.854944, Y Length = 69.035295, Height = 89.110775, Number of Points = 18.983378, Distribution Seed = 79.58395, Mesh Relaxation = 0.813192, Smooth Level = 1, 	1184
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 31.002875, Y Length = 98.011241, Height = 65.332193, Number of Points = 70.690271, Distribution Seed = 2.794291, Mesh Relaxation = 0.515308, Smooth Level = 1, 	1185
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 57.06623, Y Length = 86.203626, Height = 39.975523, Number of Points = 62.247562, Distribution Seed = 74.855671, Mesh Relaxation = 0.85001, Smooth Level = 1, 	1186
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,      	X LENGTH = 77.63791, Y Length = 47.656734, Height = 72.702383, Number of Points = 49.328434, Distribution Seed = 15.013945, Mesh Relaxation = 0.427649, Smooth Level = 1, 	1187
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Rage, Fear, Annoyance, Amazement, Surprise, Distraction, 	          	X LENGTH = 79.778262, Y Length = 49.398459, Height = 25.776779, Number of Points = 34.514062, Distribution Seed = 49.793134, Mesh Relaxation = 0.755475, Smooth Level = 1, 	1188
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 87.55303, Y Length = 12.142772, Height = 76.620245, Number of Points = 84.19855, Distribution Seed = 66.752219, Mesh Relaxation = 0.724465, Smooth Level = 1, 	1189
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 24.754031, Y Length = 68.884238, Height = 65.644185, Number of Points = 28.704966, Distribution Seed = 25.191189, Mesh Relaxation = 0.075926, Smooth Level = 1, 	1190
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 56.993265, Y Length = 73.873923, Height = 16.886683, Number of Points = 8.574915, Distribution Seed = 36.797907, Mesh Relaxation = 0.887628, Smooth Level = 1, 	1191
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 88.953252, Y Length = 74.244248, Height = 66.512261, Number of Points = 7.504496, Distribution Seed = 95.675115, Mesh Relaxation = 0.40791, Smooth Level = 1, 	1192
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,          	X LENGTH = 10.43709, Y Length = 63.077553, Height = 17.695554, Number of Points = 14.863422, Distribution Seed = 6.16546, Mesh Relaxation = 0.164925, Smooth Level = 2, 	1193
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 23.141704, Y Length = 11.21874, Height = 83.991252, Number of Points = 92.712139, Distribution Seed = 88.010576, Mesh Relaxation = 0.755556, Smooth Level = 1, 	1194
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	  Vertical Circulation,        	X LENGTH = 97.059891, Y Length = 41.321156, Height = 57.606514, Number of Points = 19.724396, Distribution Seed = 55.786339, Mesh Relaxation = 0.050687, Smooth Level = 1, 	1195
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work,    Arts Space, Cafe/Restaurant, 	X LENGTH = 91.356715, Y Length = 93.165988, Height = 23.990315, Number of Points = 34.883756, Distribution Seed = 29.319927, Mesh Relaxation = 0.007268, Smooth Level = 2, 	1196
